keep,field,ground_truth,acceptable_alternative,n,N,A,B,models,pages,raw_variants,verdict
,place_of_stay,casa di pietro danna locanda san giovanni grisostomo,casa di pietro danna loc.r a san giovanni grisostomo,4,0,4,0,gemini31,36,In casa di Pietro Danna loc.r a S. Gio. Grisostomo,wrong
,place_of_stay,casa di pietro danna locanda san giovanni grisostomo,casa di pietro danna quondam san pro stomo,3,3,0,0,gemini,36,In Casa di Pietro Danna q.m S. Pro. Stomo,wrong
,place_of_stay,casa di pietro danna locanda san giovanni grisostomo,casa di pietro danna a san eustachio,2,0,2,0,claude_thinking,36,In Casa di Pietro Danna a S. Eustachio,wrong
,place_of_stay,casa di pietro danna locanda san giovanni grisostomo,casa di pietro danna san moisè,2,2,0,0,claude_thinking,36,Casa di Pietro Danna S. Moisè,wrong
,place_of_stay,casa di pietro danna locanda san giovanni grisostomo,allo scudo di francia san luca,1,0,1,0,claude_thinking,36,Allo Scudo di Francia S. Luca,wrong
,place_of_stay,casa di pietro danna locanda san giovanni grisostomo,casa di pietro banna san giovanni grisostomo,1,0,1,0,claude_thinking,36,Casa di Pietro Banna S. Gio. Grisostomo,wrong
,place_of_stay,casa di pietro danna locanda san giovanni grisostomo,casa di pietro banna san san pro sigostano,1,0,1,0,claude_thinking,36,In casa di Pietro Banna S. S. Pro: Sigostano,wrong
,place_of_stay,casa di pietro danna locanda san giovanni grisostomo,casa di pietro danese (loc in san giovanni grisostomo),1,0,1,0,gpt,36,In casa di Pietro Danese (loc. in S. Gio. Grisostomo),wrong
,place_of_stay,casa di pietro danna locanda san giovanni grisostomo,casa di pietro danna in san giovanni grisostomo,1,1,0,0,claude_thinking,36,In Casa di Pietro Danna in S. Gio: Grisostomo,wrong
,place_of_stay,casa di pietro danna locanda san giovanni grisostomo,casa di pietro danna in san sto stefano,1,1,0,0,claude_thinking,36,In Casa di Pietro Danna in S. Sto: Stefano,wrong
,place_of_stay,casa di pietro danna locanda san giovanni grisostomo,casa di pietro danna san b giovanni grisostomo,1,0,1,0,claude_thinking,36,In casa di Pietro Danna S. B. Gio: Grisostomo,wrong
,place_of_stay,casa di pietro danna locanda san giovanni grisostomo,casa di pietro danna san polo,1,1,0,0,claude_thinking,36,Casa di Pietro Danna S. Polo,wrong
,place_of_stay,casa di pietro danna locanda san giovanni grisostomo,casa di pietro danna san stae sristoforo,1,0,1,0,claude_thinking,36,In casa di Pietro Danna S. Stae Sristoforo,wrong
,place_of_stay,casa di pietro danna locanda san giovanni grisostomo,casa di pietro danna santi apo stigliano,1,0,1,0,claude_thinking,36,In casa di Pietro Danna S.S. Apo. Stigliano,wrong
,place_of_stay,casa di salomon levi dal banco,casa di salamon levi dal banco,62,14,48,0,claude claude_thinking gemini31,28,in casa di Salamon Levi dal Banco,wrong
,place_of_stay,casa di salomon levi dal banco,casa di salamon jaci dal banco,21,15,6,0,claude claude_thinking,28,allogio in casa di Salamon Jaci dal Banco | in casa di Salamon Jaci dal Banco,wrong
,place_of_stay,casa di salomon levi dal banco,casa di salomon foù dal banco,16,16,0,0,gemini,28,in Casa di Salomon foù dal Banco,wrong
,place_of_stay,casa di salomon levi dal banco,casa di salomon feiù dal banco,10,0,10,0,gemini,28,in Casa di Salomon feiù dal Banco,wrong
,place_of_stay,casa di salomon levi dal banco,casa di salomon fù del banco,3,3,0,0,gemini gpt,28,in casa di Salomon fù del Banco,wrong
,place_of_stay,casa di salomon levi dal banco,casa di salomon fù di baneo,3,3,0,0,gpt,28,alloggiò in casa di Salomon fù di Baneo | in casa di Salomon fù di Baneo,wrong
,place_of_stay,casa di salomon levi dal banco,casa di salamon faci dal banco,2,2,0,0,claude_thinking,28,allogio in casa di Salamon faci dal Banco | in casa di Salamon faci dal Banco,wrong
,place_of_stay,casa di salomon levi dal banco,casa di salamon fati dal banco,2,0,2,0,claude_thinking,28,in casa di Salamon fati dal Banco,wrong
,place_of_stay,casa di salomon levi dal banco,casa di salamon favi dal banco,2,2,0,0,claude_thinking,28,,wrong
,place_of_stay,casa di salomon levi dal banco,casa di salamon fùr dal banco,2,2,0,0,gpt,28,in casa di Salamon fùr dal Banco,wrong
,place_of_stay,casa di salomon levi dal banco,casa di salamon joci dal banco,2,0,2,0,claude_thinking,28,in casa di Salamon Joci dal Banco,wrong
,place_of_stay,casa di salomon levi dal banco,casa di salomon fùr dal banco,2,2,0,0,gpt,28,in casa di Salomon fùr dal Banco,wrong
,place_of_stay,casa di salomon levi dal banco,(blank),1,1,0,0,gpt,28,,wrong
,place_of_stay,casa di salomon levi dal banco,casa di salamon foci del banco,1,1,0,0,gpt,28,alloggiò in casa di Salamon foci del Banco,wrong
,place_of_stay,casa di salomon levi dal banco,casa di salamon fù del banco,1,1,0,0,gpt,28,alloggiò in casa di Salamon fù del Banco,wrong
,place_of_stay,casa di salomon levi dal banco,casa di salamon fù di banco,1,1,0,0,gpt,28,in casa di Salamon fù di Banco,wrong
,place_of_stay,casa di salomon levi dal banco,casa di salamon fù di baneo,1,1,0,0,gpt,28,in casa di Salamon fù di Baneo,wrong
,place_of_stay,casa di salomon levi dal banco,casa di salomon fuor del banco,1,1,0,0,gpt,28,in casa di Salomon fuor del Banco,wrong
,place_of_stay,casa di salomon levi dal banco,casa di salomon fuori dal banco,1,1,0,0,gpt,28,in casa di Salomon fuori dal Banco,wrong
,place_of_stay,casa di salomon levi dal banco,casa di salomon fù di banco,1,1,0,0,gpt,28,in casa di Salomon fù di Banco,wrong
,place_of_stay,casa di valentin todeschini locanda san moisè,casa di valentin todeschin locanda in san moisè,156,0,0,156,claude claude_thinking gemini gemini31,36,Casa di Valentin Todeschin Locanda in S. Moisè | In Casa di Valentin Todeschin Locanda in S. Moisè | In Casa di Valentin Todeschin Locanda in San Moisè | in Casa di Valentin Todeschin Locanda in S. Moisè | in Casa di Valentin Todeschin Locanda in San Moisè,wrong
,place_of_stay,casa di valentin todeschini locanda san moisè,(blank),61,40,21,0,claude claude_thinking gpt,36,,wrong
,place_of_stay,casa di valentin todeschini locanda san moisè,casa di valentin todeschin (locanda) in san moisè,31,0,0,31,gpt,36,"In Casa di Valentin Todeschin (Locanda), in S. Moisè",wrong
,place_of_stay,casa di valentin todeschini locanda san moisè,casa di valentin volaschini san moisè,20,0,20,0,claude,36,"In casa di Valentin Volaschini, S. Moisè | in casa di Valentin Volaschini, S. Moisè",wrong
,place_of_stay,casa di valentin todeschini locanda san moisè,casa di valentin vodopchini locanda in san moisè,12,12,0,0,claude,36,In Casa di Valentin Vodopchini loc. in S. Moisè,wrong
,place_of_stay,casa di valentin todeschini locanda san moisè,casa di valentin todeschini loc.r in san moise,8,0,8,0,gemini31,36,In casa di Valentin Todeschini loc.r in S. Moise,wrong
,place_of_stay,casa di valentin todeschini locanda san moisè,casa di valentin volpichini san moisè,8,0,8,0,claude,36,"In casa di Valentin Volpichini, S. Moisè",wrong
,place_of_stay,casa di valentin todeschini locanda san moisè,casa di valentin todeschini san moisè,7,0,7,0,claude_thinking,36,In casa di Valentin Todeschini S. Moisè,wrong
,place_of_stay,casa di valentin todeschini locanda san moisè,casa di valentin volpelini locanda in san moisè,7,4,3,0,claude,36,In Casa di Valentin Volpelini loc. in S. Moisè | in casa di Valentin Volpelini loc. in S. Moisè,wrong
,place_of_stay,casa di valentin todeschini locanda san moisè,casa di valentin volpeschini locanda in san moisè,6,6,0,0,gpt,36,"In casa di Valentin Volpeschini loc. in S. Moisè | In casa di Valentin Volpeschini, loc. in S. Moisè",wrong
,place_of_stay,casa di valentin todeschini locanda san moisè,casa di valentin todeschini,5,5,0,0,claude_thinking gemini,36,In Casa di Valentin Todeschini | in casa di Valentin Todeschini,wrong
,place_of_stay,casa di valentin todeschini locanda san moisè,casa di pietro danna al ponte di san moise,4,4,0,0,gemini,36,In Casa di Pietro Danna al Ponte di S. Moise,wrong
,place_of_stay,casa di valentin todeschini locanda san moisè,casa di valentin oderschini san moisè,4,0,4,0,claude_thinking,36,In casa di Valentin Oderschini S. Moisè,wrong
,place_of_stay,casa di valentin todeschini locanda san moisè,casa di valentin schieschini locanda in san moisè,4,4,0,0,claude_thinking,36,In casa di Valentin Schieschini loc. in S. moisè,wrong
,place_of_stay,casa di valentin todeschini locanda san moisè,casa di valentin sodyschini san moisè,4,0,4,0,claude_thinking,36,In Casa di Valentin Sodyschini S. Moisè,wrong
,place_of_stay,casa di valentin todeschini locanda san moisè,casa di valentin todeschin locanda san moisè,4,0,0,4,claude_thinking,36,In Casa di Valentin Todeschin Locanda S. Moisè,wrong
,place_of_stay,casa di valentin todeschini locanda san moisè,casa di valentin valaschini san moisè,4,4,0,0,claude_thinking,36,Casa di Valentin Valaschini S. Moisè,wrong
,place_of_stay,casa di valentin todeschini locanda san moisè,casa di valentin volpelini san moisè,4,0,4,0,claude,36,"In casa di Valentin Volpelini, S. Moisè",wrong
,place_of_stay,casa di valentin todeschini locanda san moisè,casa di valentin volschelini san moise,4,0,4,0,claude_thinking,36,Casa di Valentin Volschelini S. Moise,wrong
,place_of_stay,casa di valentin todeschini locanda san moisè,casa di valentina volpeschini (loc in san moisè),4,0,4,0,gpt,36,In casa di Valentina Volpeschini (loc. in S. Moisè),wrong
,place_of_stay,casa di valentin todeschini locanda san moisè,casa di pietro danna a san provolo,3,0,3,0,gemini,36,In Casa di Pietro Danna a S. Provolo,wrong
,place_of_stay,casa di valentin todeschini locanda san moisè,casa di valentin dodesini san moisè,3,3,0,0,claude_thinking,36,Casa di Valentin Dodesini S. Moisè,wrong
,place_of_stay,casa di valentin todeschini locanda san moisè,casa di valentin jodeschini,3,3,0,0,claude_thinking,36,In Casa di Valentin Jodeschini,wrong
,place_of_stay,casa di valentin todeschini locanda san moisè,casa di valentin jodeschini san moisè,3,0,3,0,claude_thinking,36,In Casa di Valentin Jodeschini S. Moisè,wrong
,place_of_stay,casa di valentin todeschini locanda san moisè,casa di valentin joldechini san moisè,3,0,3,0,claude_thinking,36,In Casa di Valentin Joldechini S. Moisè,wrong
,place_of_stay,casa di valentin todeschini locanda san moisè,casa di valentin oldeschini san moise,3,0,3,0,claude_thinking,36,In casa di Valentin Oldeschini S. Moise,wrong
,place_of_stay,casa di valentin todeschini locanda san moisè,casa di valentin sodyschini locanda in san moise,3,3,0,0,claude_thinking,36,In Casa di Valentin Sodyschini loc. in S. Moise,wrong
,place_of_stay,casa di valentin todeschini locanda san moisè,casa di valentin vodyschini san moisè,3,3,0,0,claude,36,In Casa di Valentin Vodyschini S. Moisè,wrong
,place_of_stay,casa di valentin todeschini locanda san moisè,casa di valentin volosellini san moisè,3,0,3,0,claude,36,"In casa di Valentin Volosellini, S. Moisè",wrong
,place_of_stay,casa di valentin todeschini locanda san moisè,alla locanda del doro san moisè,2,0,2,0,claude,36,"Alla locanda del Doro, S. Moisè | alla locanda del Doro S. Moisè",wrong
,place_of_stay,casa di valentin todeschini locanda san moisè,casa di valentin dobrylini locanda in san moise,2,2,0,0,claude_thinking,36,In Casa di Valentin Dobrylini loc. in S. Moise,wrong
,place_of_stay,casa di valentin todeschini locanda san moisè,casa di valentin odoghini san moisè,2,2,0,0,claude_thinking,36,In Casa di Valentin Odoghini S. Moisè,wrong
,place_of_stay,casa di valentin todeschini locanda san moisè,casa di valentin odysghini san moisè,2,2,0,0,claude_thinking,36,In Casa di Valentin Odysghini S. Moisè,wrong
,place_of_stay,casa di valentin todeschini locanda san moisè,casa di valentin solaghin san moise,2,2,0,0,claude_thinking,36,In Casa di Valentin Solaghin S. Moise,wrong
,place_of_stay,casa di valentin todeschini locanda san moisè,casa di valentin toderfini locanda in san moise,2,0,2,0,claude_thinking,36,In casa di Valentin Toderfini loc. in S. Moise,wrong
,place_of_stay,casa di valentin todeschini locanda san moisè,casa di valentin valeschini (loc in san moisè),2,2,0,0,gpt,36,In casa di Valentin Valeschini (loc. in S. Moisè),wrong
,place_of_stay,casa di valentin todeschini locanda san moisè,casa di valentin vodyschini,2,2,0,0,claude,36,In Casa di Valentin Vodyschini,wrong
,place_of_stay,casa di valentin todeschini locanda san moisè,casa di valentin vodyschini locanda in san moisè,2,2,0,0,claude,36,In Casa di Valentin Vodyschini loc. in S. Moisè,wrong
,place_of_stay,casa di valentin todeschini locanda san moisè,casa di valentin volachini san moisè,2,0,2,0,claude_thinking,36,In casa di Valentin Volachini S. Moisè,wrong
,place_of_stay,casa di valentin todeschini locanda san moisè,casa di valentin volpeschini (loc in san moisè),2,2,0,0,gpt,36,In casa di Valentin Volpeschini (loc. in S. Moisè),wrong
,place_of_stay,casa di valentin todeschini locanda san moisè,casa di valentina volpeschi (loc in san moisè),2,0,2,0,gpt,36,In casa di Valentina Volpeschi (loc. in S. Moisè),wrong
,place_of_stay,casa di valentin todeschini locanda san moisè,allo scudo di francia san lucca,1,1,0,0,claude_thinking,36,Allo Scudo di Francia S. Lucca,wrong
,place_of_stay,casa di valentin todeschini locanda san moisè,casa di pietro banna san san pro sigostano,1,0,1,0,claude_thinking,36,In casa di Pietro Banna S. S. Pro: Sigostano,wrong
,place_of_stay,casa di valentin todeschini locanda san moisè,casa di pietro danna,1,1,0,0,gemini,36,In casa di Pietro Danna,wrong
,place_of_stay,casa di valentin todeschini locanda san moisè,casa di pietro danna san giovanni grisostomo,1,0,1,0,claude_thinking,36,In Casa di Pietro Danna S. Gio: Grisostomo,wrong
,place_of_stay,casa di valentin todeschini locanda san moisè,casa di valentin dobrylini,1,1,0,0,claude_thinking,36,In Casa di Valentin Dobrylini,wrong
,place_of_stay,casa di valentin todeschini locanda san moisè,casa di valentin fodeghini san moise,1,1,0,0,claude_thinking,36,In Casa di Valentin Fodeghini S. Moise,wrong
,place_of_stay,casa di valentin todeschini locanda san moisè,casa di valentin odoghini,1,1,0,0,claude_thinking,36,In Casa di Valentin Odoghini,wrong
,place_of_stay,casa di valentin todeschini locanda san moisè,casa di valentin valeschini locanda in san moisè,1,1,0,0,gpt,36,"In casa di Valentin Valeschini, loc. in S. Moisè",wrong
,place_of_stay,casa di valentin todeschini locanda san moisè,casa di valentin vodychini san moisè,1,0,1,0,claude_thinking,36,In casa di Valentin Vodychini S. Moisè,wrong
,place_of_stay,casa di valentin todeschini san moisè,casa di valentin todeschin san moisè,50,0,0,50,claude claude_thinking gemini gemini31 gpt,36,"Casa di Valentin Todeschin S. Moisè | In Casa di Valentin Todeschin S. Moisè | In Casa di Valentin Todeschin San Moisè | In Casa di Valentin Todeschin, S. Moisè | in Casa di Valentin Todeschin S. Moisè",wrong
,place_of_stay,casa di valentin todeschini san moisè,casa di valentin todeschini san moise,19,10,9,0,gemini31,36,In Casa di Valentin Todeschini S. Moise | In casa di Valentin Todeschini S. Moise,wrong
,place_of_stay,casa di valentin todeschini san moisè,casa di valentin todeschini locanda in san moisè,14,4,10,0,gemini,36,In Casa di Valentin Todeschini Loc: in S. Moisè | In Casa di Valentin Todeschini loc: in S. Moisè,wrong
,place_of_stay,casa di valentin todeschini san moisè,casa di valentina volpeschini (loc in san moisè),6,0,6,0,gpt,36,In casa di Valentina Volpeschini (loc. in S. Moisè),wrong
,place_of_stay,casa di valentin todeschini san moisè,casa di valentin vodopchini san moisè,5,5,0,0,claude,36,In Casa di Valentin Vodopchini S. Moisè,wrong
,place_of_stay,casa di valentin todeschini san moisè,casa di valentin volaschini san moisè,5,0,5,0,claude,36,"In casa di Valentin Volaschini, S. Moisè | in casa di Valentin Volaschini, S. Moisè",wrong
,place_of_stay,casa di valentin todeschini san moisè,casa di valentin volpelini san moisè,4,2,2,0,claude,36,"In Casa di Valentin Volpelini S. Moisè | In casa di Valentin Volpelini, S. Moisè | in casa di Valentin Volpelini S. Moisè",wrong
,place_of_stay,casa di valentin todeschini san moisè,casa di valentin volpeschini locanda in san moisè,4,4,0,0,gpt,36,"In casa di Valentin Volpeschini loc. in S. Moisè | In casa di Valentin Volpeschini, loc. in S. Moisè",wrong
,place_of_stay,casa di valentin todeschini san moisè,casa di valentin vodyschini san moisè,3,3,0,0,claude,36,In Casa di Valentin Vodyschini S. Moisè,wrong
,place_of_stay,casa di valentin todeschini san moisè,casa di valentina volpeschi (loc in san moisè),3,0,3,0,gpt,36,In casa di Valentina Volpeschi (loc. in S. Moisè),wrong
,place_of_stay,casa di valentin todeschini san moisè,casa di valentin todeschini,2,2,0,0,claude_thinking gemini,36,In Casa di Valentin Todeschini | in casa di Valentin Todeschini,wrong
,place_of_stay,casa di valentin todeschini san moisè,casa di valentin valeschini locanda in san moisè,2,2,0,0,gpt,36,"In casa di Valentin Valeschini loc. in S. Moisè | In casa di Valentin Valeschini, loc. in S. Moisè",wrong
,place_of_stay,casa di valentin todeschini san moisè,casa di valentin volpeschini (loc in san moisè),2,2,0,0,gpt,36,In casa di Valentin Volpeschini (loc. in S. Moisè),wrong
,place_of_stay,casa di valentin todeschini san moisè,casa di valentin volpichini san moisè,2,0,2,0,claude,36,"In casa di Valentin Volpichini, S. Moisè",wrong
,place_of_stay,casa di valentin todeschini san moisè,casa di valentin dobrylini san moise,1,1,0,0,claude_thinking,36,In Casa di Valentin Dobrylini S. Moise,wrong
,place_of_stay,casa di valentin todeschini san moisè,casa di valentin dodesini san moisè,1,1,0,0,claude_thinking,36,Casa di Valentin Dodesini S. Moisè,wrong
,place_of_stay,casa di valentin todeschini san moisè,casa di valentin fodeghini san moise,1,1,0,0,claude_thinking,36,In Casa di Valentin Fodeghini S. Moise,wrong
,place_of_stay,casa di valentin todeschini san moisè,casa di valentin jodeschini,1,1,0,0,claude_thinking,36,In Casa di Valentin Jodeschini,wrong
,place_of_stay,casa di valentin todeschini san moisè,casa di valentin jodeschini san moisè,1,0,1,0,claude_thinking,36,In Casa di Valentin Jodeschini S. Moisè,wrong
,place_of_stay,casa di valentin todeschini san moisè,casa di valentin joldechini san moisè,1,0,1,0,claude_thinking,36,In Casa di Valentin Joldechini S. Moisè,wrong
,place_of_stay,casa di valentin todeschini san moisè,casa di valentin oderschini san moisè,1,0,1,0,claude_thinking,36,In casa di Valentin Oderschini S. Moisè,wrong
,place_of_stay,casa di valentin todeschini san moisè,casa di valentin odoghini san moisè,1,1,0,0,claude_thinking,36,In Casa di Valentin Odoghini S. Moisè,wrong
,place_of_stay,casa di valentin todeschini san moisè,casa di valentin oldeschini san moise,1,0,1,0,claude_thinking,36,In casa di Valentin Oldeschini S. Moise,wrong
,place_of_stay,casa di valentin todeschini san moisè,casa di valentin podesghini san moisè,1,1,0,0,claude_thinking,36,In Casa di Valentin Podesghini S. Moisè,wrong
,place_of_stay,casa di valentin todeschini san moisè,casa di valentin schieschini san moisè,1,1,0,0,claude_thinking,36,In casa di Valentin Schieschini S. moisè,wrong
,place_of_stay,casa di valentin todeschini san moisè,casa di valentin sodyschini locanda in san moise,1,1,0,0,claude_thinking,36,In Casa di Valentin Sodyschini loc. in S. Moise,wrong
,place_of_stay,casa di valentin todeschini san moisè,casa di valentin sodyschini san moisè,1,0,1,0,claude_thinking,36,In Casa di Valentin Sodyschini S. Moisè,wrong
,place_of_stay,casa di valentin todeschini san moisè,casa di valentin toderini san moise,1,0,1,0,claude_thinking,36,In casa di Valentin Toderini S. Moise,wrong
,place_of_stay,casa di valentin todeschini san moisè,casa di valentin todeschini locandiere a san moise,1,0,1,0,gemini31,36,In casa di Valentin Todeschini locandiere a S. Moise,wrong
,place_of_stay,casa di valentin todeschini san moisè,casa di valentin todesclini san moisè,1,0,1,0,claude_thinking,36,In casa di Valentin Todesclini S. Moisè,wrong
,place_of_stay,casa di valentin todeschini san moisè,casa di valentin valaschini san moisè,1,1,0,0,claude_thinking,36,Casa di Valentin Valaschini S. Moisè,wrong
,place_of_stay,casa di valentin todeschini san moisè,casa di valentin valeschini (loc in san moisè),1,1,0,0,gpt,36,In casa di Valentin Valeschini (loc. in S. Moisè),wrong
,place_of_stay,casa di valentin todeschini san moisè,casa di valentin volosellini san moisè,1,0,1,0,claude,36,"In casa di Valentin Volosellini, S. Moisè",wrong
,place_of_stay,casa di valentin todeschini san moisè,casa di valentin volpeschini,1,1,0,0,gpt,36,In casa di Valentin Volpeschini,wrong
,place_of_stay,casa di valentin todeschini san moisè,casa di valentin volschelini san moise,1,0,1,0,claude_thinking,36,Casa di Valentin Volschelini S. Moise,wrong
,place_of_stay,casa di valentin todeschini san moisè,casa di valentina volpeschi (s moisè),1,0,1,0,gpt,36,In casa di Valentina Volpeschi (S. Moisè),wrong
,place_of_stay,cà feltrina san maria zobenigo,alla cà feltrina san maria zobenigo,66,0,0,66,claude claude_thinking gemini gpt,36,"Alla Ca' Feltrina Santa Maria Zobenigo | Alla Ca' Feltrina Sta. Ma. Zobenigo | Alla Ca' Feltrina Sta. Maria Zobenigo | Alla Ca' Feltrina, Sta. Ma. Zobenigo | Alla Ca' Feltrina, Sta. Maria Zobenigo",wrong
,place_of_stay,cà feltrina san maria zobenigo,alla cà feltrina sta maria zobenigo,30,0,0,30,claude_thinking gemini gemini31,36,Alla Ca' Feltrina Sta Maria Zobenigo | Alla Ca' Feltrina Sta: Ma: Zobenigo | Alla Ca' Feltrina Sta: Maria Zobenigo,wrong
,place_of_stay,cà feltrina san maria zobenigo,(blank),20,16,4,0,claude claude_thinking,36,,wrong
,place_of_stay,cà feltrina san maria zobenigo,alla cà vetturina san maria zobenigo,13,8,5,0,gemini31,36,Alla Ca' Vetturina S. M. Zobenigo | Alla Cà Vetturina S. M. Zobenigo,wrong
,place_of_stay,cà feltrina san maria zobenigo,alla locanda dell'agnol san m.a zobenigo,12,12,0,0,gemini31,36,Alla loc. dell'Agnol S. M.a Zobenigo,wrong
,place_of_stay,cà feltrina san maria zobenigo,alla cà vestripa san maria zobenigo,7,3,4,0,claude claude_thinking,36,"Alla Ca Vestripa S. M. Zobenigo | Alla Ca' Vestripa S. M. Zobenigo | Alla Ca' Vestripa S. Maria Zobenigo | Alla Ca' Vestripa, S. M. Zobenigo",wrong
,place_of_stay,cà feltrina san maria zobenigo,alla locanda del leon b san moise,6,0,6,0,gemini31,36,Alla locanda del Leon B. S. Moise,wrong
,place_of_stay,cà feltrina san maria zobenigo,alla locanda del leon bianco san marco,4,0,4,0,gemini,36,Alla Locanda del Leon Bianco S. Marco,wrong
,place_of_stay,cà feltrina san maria zobenigo,alla locanda del leon bianco san moise,4,0,4,0,gemini31,36,Alla locanda del Leon Bianco S. Moise,wrong
,place_of_stay,cà feltrina san maria zobenigo,alla scudo di francia san lucca,4,4,0,0,gemini,36,Alla Scudo di Francia S. Lucca,wrong
,place_of_stay,cà feltrina san maria zobenigo,alla locanda del gallo san marco,3,0,3,0,gemini,36,Alla Locanda del Gallo S. Marco,wrong
,place_of_stay,cà feltrina san maria zobenigo,alla locanda del scudo di francia san zaccaria,3,0,3,0,gemini,36,Alla Locanda del Scudo di Francia S. Zaccaria,wrong
,place_of_stay,cà feltrina san maria zobenigo,alla locanda san moisè,3,0,3,0,gpt,36,Alla locanda S. Moisè,wrong
,place_of_stay,cà feltrina san maria zobenigo,alla cappelletta san maria zobenigo,2,0,2,0,gemini31,36,Alla Cappelletta S. M. Zobenigo,wrong
,place_of_stay,cà feltrina san maria zobenigo,alla cà del vespa san maria zobenigo,2,0,2,0,claude_thinking,36,Alla Ca' del Vespa S. M. Zobenigo,wrong
,place_of_stay,cà feltrina san maria zobenigo,alla cà valtripa san maria zobenigo,2,2,0,0,claude,36,Alla Ca Valtripa S. M. Zobenigo,wrong
,place_of_stay,cà feltrina san maria zobenigo,alla cà vedrona san maria zobenigo,2,2,0,0,claude,36,Alla Ca' Vedrona S. M. Zobenigo,wrong
,place_of_stay,cà feltrina san maria zobenigo,alla cà veltrina san maria tobevigo,2,0,2,0,claude_thinking,36,Alla Ca Veltrina S. M. tobevigo,wrong
,place_of_stay,cà feltrina san maria zobenigo,alla cà vetturina san m.a zobenigo,2,0,2,0,gemini31,36,Alla Cà Vetturina S. M.a Zobenigo,wrong
,place_of_stay,cà feltrina san maria zobenigo,alla locanda dell' orso (s moisè),2,0,2,0,gpt,36,Alla locanda dell’ Orso (S. Moisè),wrong
,place_of_stay,cà feltrina san maria zobenigo,alla locanda dell'aquila (s moisè),2,2,0,0,gpt,36,Alla locanda dell'Aquila (S. Moisè),wrong
,place_of_stay,cà feltrina san maria zobenigo,alla locanda di francia (s luca),2,0,2,0,gpt,36,Alla locanda di Francia (S. Luca),wrong
,place_of_stay,cà feltrina san maria zobenigo,alla locanda di valentina san maria novengo,2,0,2,0,gpt,36,Alla locanda di Valentina S. M. Novengo,wrong
,place_of_stay,cà feltrina san maria zobenigo,alla locanda valentina (s moisè),2,0,2,0,gpt,36,Alla locanda Valentina (S. Moisè),wrong
,place_of_stay,cà feltrina san maria zobenigo,alla locanda valentina san maria (loc in san moisè),2,0,2,0,gpt,36,Alla locanda Valentina S. M. (loc. in S. Moisè),wrong
,place_of_stay,cà feltrina san maria zobenigo,alla locanda valentina san maria (s moisè),2,0,2,0,gpt,36,Alla locanda Valentina S. M. (S. Moisè),wrong
,place_of_stay,cà feltrina san maria zobenigo,c.lla cà vetrana san maria l'obrigo,2,2,0,0,claude_thinking,36,C.lla Ca Vetrana S. M. l'obrigo,wrong
,place_of_stay,cà feltrina san maria zobenigo,cà valaschina san moisè,2,2,0,0,claude_thinking,36,Ca' Valaschina S. Moisè,wrong
,place_of_stay,cà feltrina san maria zobenigo,cà valtripa san maria zobenigo,2,2,0,0,claude_thinking,36,Ca Valtripa S. M. Zobenigo,wrong
,place_of_stay,cà feltrina san maria zobenigo,cà veletina san maria zobenigo,2,0,2,0,claude_thinking,36,Ca Veletina S. Maria Zobenigo,wrong
,place_of_stay,cà feltrina san maria zobenigo,all cà valtripa san maria zobenigo,1,1,0,0,claude,36,All. Ca Valtripa S. M. Zobenigo,wrong
,place_of_stay,cà feltrina san maria zobenigo,alla cappelletta a san maria zobenigo,1,0,1,0,gemini31,36,Alla Cappelletta a S. M. Zobenigo,wrong
,place_of_stay,cà feltrina san maria zobenigo,alla cà da trina s.m formosa,1,1,0,0,claude_thinking,36,Alla Ca' da Trina S.M. Formosa,wrong
,place_of_stay,cà feltrina san maria zobenigo,alla cà del dina san maria lohrigo,1,0,1,0,claude_thinking,36,Alla Ca' del Dina S. M. Lohrigo,wrong
,place_of_stay,cà feltrina san maria zobenigo,alla cà selerina san maria in zobenigo,1,1,0,0,claude_thinking,36,Alla Ca Selerina S. M. in Zobenigo,wrong
,place_of_stay,cà feltrina san maria zobenigo,alla cà valentina san michel sobrige,1,0,1,0,claude_thinking,36,Alla Ca' Valentina S. Michel Sobrige,wrong
,place_of_stay,cà feltrina san maria zobenigo,alla cà valeria san michel arcangelo,1,0,1,0,claude_thinking,36,Alla Ca Valeria S. Michel Arcangelo,wrong
,place_of_stay,cà feltrina san maria zobenigo,alla cà valmarana san maria formosa,1,0,1,0,claude,36,"alla Ca' Valmarana, S. M. Formosa",wrong
,place_of_stay,cà feltrina san maria zobenigo,alla cà valmarana san maria zobenigo,1,0,1,0,claude,36,alla Ca' Valmarana S. M. Zobenigo,wrong
,place_of_stay,cà feltrina san maria zobenigo,alla cà veltrina s.ta m.a zobenigo,1,0,1,0,claude_thinking,36,Alla Ca Veltrina S.ta M.a Zobenigo,wrong
,place_of_stay,cà feltrina san maria zobenigo,alla locanda dell'unina san maria robengo,1,1,0,0,gpt,36,Alla loc. dell’Unina S. M. Robengo,wrong
,place_of_stay,cà feltrina san maria zobenigo,alla locanda di francia (s moisè),1,1,0,0,gpt,36,Alla locanda di Francia (S. Moisè),wrong
,place_of_stay,cà feltrina san maria zobenigo,alla locanda feltrina s.m zobenigo,1,1,0,0,claude_thinking,36,alla Locanda Feltrina S.M. Zobenigo,wrong
,place_of_stay,cà feltrina san maria zobenigo,alla locanda san maria novengo,1,1,0,0,gpt,36,Alla locanda S. M. Novengo,wrong
